cement,sand,gravel,water,plasticizer_kg,fly_ash,microsilica_kg,source_synthetic,source_boxcrete,source_normal_concrete,strength_1,strength_3,strength_7,strength_28,strength_1_weight,strength_3_weight,strength_7_weight,strength_28_weight,source,imputed_early
264.0,844.0,1012.0,180.0,2.64,0.0,0.0,1.0,0.0,0.0,15.9,24.9,30.9,38.1,1.0,1.0,1.0,1.0,synthetic,0
270.0,837.0,1012.0,180.0,2.7,0.0,0.0,1.0,0.0,0.0,15.9,24.9,30.9,38.1,1.0,1.0,1.0,1.0,synthetic,0
272.0,840.0,1010.0,180.0,2.67,0.0,0.0,1.0,0.0,0.0,18.1,26.5,32.4,39.8,1.0,1.0,1.0,1.0,synthetic,0
320.0,840.0,1010.0,180.0,2.68,0.0,0.0,1.0,0.0,0.0,17.2,25.5,27.5,33.8,1.0,1.0,1.0,1.0,synthetic,0
272.0,840.0,1010.0,180.0,2.68,0.0,0.0,1.0,0.0,0.0,18.1,26.5,32.4,39.8,1.0,1.0,1.0,1.0,synthetic,0
272.0,840.0,1010.0,180.0,2.71,0.0,0.0,1.0,0.0,0.0,18.1,26.5,32.4,39.8,1.0,1.0,1.0,1.0,synthetic,0
266.0,834.0,1014.0,180.0,2.62,0.0,0.0,1.0,0.0,0.0,15.4,25.1,30.8,38.2,1.0,1.0,1.0,1.0,synthetic,0
250.0,850.0,1015.0,180.0,2.49,0.0,0.0,1.0,0.0,0.0,16.1,25.0,30.9,37.6,1.0,1.0,1.0,1.0,synthetic,0
337.0,823.0,1010.0,180.0,3.01,0.0,0.0,1.0,0.0,0.0,15.7,25.5,27.6,33.6,1.0,1.0,1.0,1.0,synthetic,0
280.0,840.0,1010.0,180.0,2.56,0.0,0.0,1.0,0.0,0.0,17.4,26.6,33.2,41.2,1.0,1.0,1.0,1.0,synthetic,0
272.0,840.0,1010.0,180.0,2.63,0.0,0.0,1.0,0.0,0.0,15.9,25.4,31.5,39.1,1.0,1.0,1.0,1.0,synthetic,0
326.0,834.0,1010.0,180.0,2.83,0.0,0.0,1.0,0.0,0.0,16.1,24.7,27.2,33.2,1.0,1.0,1.0,1.0,synthetic,0
282.0,840.0,1010.0,180.0,2.69,0.0,0.0,1.0,0.0,0.0,17.4,26.6,33.2,41.2,1.0,1.0,1.0,1.0,synthetic,0
279.0,843.0,1013.0,180.0,2.75,0.0,0.0,1.0,0.0,0.0,18.1,26.5,32.4,39.8,1.0,1.0,1.0,1.0,synthetic,0
320.0,840.0,1010.0,180.0,2.62,0.0,0.0,1.0,0.0,0.0,17.2,25.5,27.5,33.8,1.0,1.0,1.0,1.0,synthetic,0
280.0,840.0,1010.0,180.0,2.69,0.0,0.0,1.0,0.0,0.0,17.4,26.6,33.2,41.2,1.0,1.0,1.0,1.0,synthetic,0
320.0,840.0,1010.0,180.0,2.62,0.0,0.0,1.0,0.0,0.0,17.2,25.5,27.5,33.8,1.0,1.0,1.0,1.0,synthetic,0
251.0,850.0,1015.0,180.0,2.51,0.0,0.0,1.0,0.0,0.0,16.1,25.0,30.9,37.6,1.0,1.0,1.0,1.0,synthetic,0
272.0,840.0,1010.0,180.0,2.63,0.0,0.0,1.0,0.0,0.0,15.9,25.4,31.5,39.1,1.0,1.0,1.0,1.0,synthetic,0
306.0,840.0,1010.0,180.0,2.56,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
318.0,843.0,1010.0,180.0,2.69,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
278.0,840.0,1010.0,180.0,2.72,0.0,0.0,1.0,0.0,0.0,18.1,26.5,32.4,39.8,1.0,1.0,1.0,1.0,synthetic,0
330.0,830.0,1010.0,180.0,2.89,0.0,0.0,1.0,0.0,0.0,15.7,25.5,27.6,33.6,1.0,1.0,1.0,1.0,synthetic,0
289.0,846.0,1016.0,180.0,2.8,0.0,0.0,1.0,0.0,0.0,17.4,26.6,33.2,41.2,1.0,1.0,1.0,1.0,synthetic,0
325.0,835.0,1010.0,180.0,2.81,0.0,0.0,1.0,0.0,0.0,16.1,24.7,27.2,33.2,1.0,1.0,1.0,1.0,synthetic,0
320.0,840.0,1010.0,180.0,2.6,0.0,0.0,1.0,0.0,0.0,17.2,25.5,27.5,33.8,1.0,1.0,1.0,1.0,synthetic,0
286.0,845.0,1015.0,180.0,2.78,0.0,0.0,1.0,0.0,0.0,17.4,26.6,33.2,41.2,1.0,1.0,1.0,1.0,synthetic,0
267.0,842.0,1011.0,180.0,2.67,0.0,0.0,1.0,0.0,0.0,15.9,24.9,30.9,38.1,1.0,1.0,1.0,1.0,synthetic,0
323.0,837.0,1010.0,180.0,2.62,0.0,0.0,1.0,0.0,0.0,17.2,25.5,27.5,33.8,1.0,1.0,1.0,1.0,synthetic,0
298.0,840.0,1010.0,180.0,2.63,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
266.0,833.0,1014.0,180.0,2.66,0.0,0.0,1.0,0.0,0.0,15.4,25.1,30.8,38.2,1.0,1.0,1.0,1.0,synthetic,0
259.0,846.0,1013.0,180.0,2.59,0.0,0.0,1.0,0.0,0.0,17.0,25.9,31.3,38.4,1.0,1.0,1.0,1.0,synthetic,0
326.0,834.0,1010.0,180.0,2.83,0.0,0.0,1.0,0.0,0.0,16.1,24.7,27.2,33.2,1.0,1.0,1.0,1.0,synthetic,0
270.0,841.0,1010.0,180.0,2.7,0.0,0.0,1.0,0.0,0.0,15.9,24.9,30.9,38.1,1.0,1.0,1.0,1.0,synthetic,0
316.0,847.0,1010.0,180.0,2.64,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
317.0,846.0,1010.0,180.0,2.66,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
334.0,826.0,1010.0,180.0,2.91,0.0,0.0,1.0,0.0,0.0,15.7,25.5,27.6,33.6,1.0,1.0,1.0,1.0,synthetic,0
320.0,840.0,1010.0,180.0,2.71,0.0,0.0,1.0,0.0,0.0,17.2,25.5,27.5,33.8,1.0,1.0,1.0,1.0,synthetic,0
313.0,844.0,1014.0,180.0,2.67,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
314.0,840.0,1010.0,180.0,2.56,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
336.0,820.0,1010.0,181.0,3.04,0.0,0.0,1.0,0.0,0.0,15.7,25.5,27.6,33.6,1.0,1.0,1.0,1.0,synthetic,0
307.0,857.0,1013.0,180.0,2.62,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
326.0,834.0,1010.0,180.0,2.83,0.0,0.0,1.0,0.0,0.0,16.1,24.7,27.2,33.2,1.0,1.0,1.0,1.0,synthetic,0
285.0,854.0,964.0,187.0,0.83,0.0,0.0,1.0,0.0,0.0,11.7,14.0,21.8,28.8,1.0,1.0,1.0,1.0,synthetic,0
338.0,819.0,1000.0,181.0,3.03,0.0,0.0,1.0,0.0,0.0,17.1,27.2,27.6,36.7,1.0,1.0,1.0,1.0,synthetic,0
287.0,853.0,962.0,186.0,1.03,0.0,0.0,1.0,0.0,0.0,11.7,14.0,21.8,28.8,1.0,1.0,1.0,1.0,synthetic,0
318.0,844.0,1010.0,180.0,2.55,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
255.0,852.0,1015.0,180.0,2.48,0.0,0.0,1.0,0.0,0.0,16.1,25.0,30.9,37.6,1.0,1.0,1.0,1.0,synthetic,0
321.0,839.0,1010.0,180.0,2.74,0.0,0.0,1.0,0.0,0.0,17.2,25.5,27.5,33.8,1.0,1.0,1.0,1.0,synthetic,0
323.0,837.0,1010.0,180.0,2.65,0.0,0.0,1.0,0.0,0.0,17.2,25.5,27.5,33.8,1.0,1.0,1.0,1.0,synthetic,0
333.0,827.0,1010.0,180.0,2.89,0.0,0.0,1.0,0.0,0.0,15.7,25.5,27.6,33.6,1.0,1.0,1.0,1.0,synthetic,0
291.0,852.0,960.0,184.0,1.5,0.0,0.0,1.0,0.0,0.0,11.7,14.0,21.8,28.8,1.0,1.0,1.0,1.0,synthetic,0
286.0,854.0,963.0,187.0,0.91,0.0,0.0,1.0,0.0,0.0,11.7,14.0,21.8,28.8,1.0,1.0,1.0,1.0,synthetic,0
316.0,840.0,1010.0,180.0,2.56,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
326.0,834.0,1010.0,180.0,2.83,0.0,0.0,1.0,0.0,0.0,16.1,24.7,27.2,33.2,1.0,1.0,1.0,1.0,synthetic,0
315.0,850.0,1010.0,180.0,2.61,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
302.0,856.0,1010.0,180.0,2.51,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
276.0,842.0,1010.0,180.0,2.55,0.0,0.0,1.0,0.0,0.0,15.9,25.4,31.5,39.1,1.0,1.0,1.0,1.0,synthetic,0
291.0,852.0,960.0,184.0,1.43,0.0,0.0,1.0,0.0,0.0,11.7,14.0,21.8,28.8,1.0,1.0,1.0,1.0,synthetic,0
329.0,831.0,1010.0,180.0,2.78,0.0,0.0,1.0,0.0,0.0,15.7,25.5,27.6,33.6,1.0,1.0,1.0,1.0,synthetic,0
335.0,825.0,1010.0,180.0,2.97,0.0,0.0,1.0,0.0,0.0,15.7,25.5,27.6,33.6,1.0,1.0,1.0,1.0,synthetic,0
304.0,824.0,1009.0,187.0,2.84,0.0,0.0,1.0,0.0,0.0,14.2,24.0,28.0,35.8,1.0,1.0,1.0,1.0,synthetic,0
317.0,846.0,1010.0,180.0,2.54,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
332.0,828.0,1010.0,180.0,2.85,0.0,0.0,1.0,0.0,0.0,15.7,25.5,27.6,33.6,1.0,1.0,1.0,1.0,synthetic,0
294.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.1,25.2,31.0,38.2,1.0,1.0,1.0,1.0,synthetic,0
291.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
303.0,824.0,1009.0,187.0,2.84,0.0,0.0,1.0,0.0,0.0,14.2,24.0,28.0,35.8,1.0,1.0,1.0,1.0,synthetic,0
290.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
330.0,825.0,1009.0,188.0,2.8,36.8,0.0,1.0,0.0,0.0,13.5,24.4,27.0,31.3,1.0,1.0,1.0,1.0,synthetic,0
328.0,825.0,1009.0,188.0,2.8,30.6,0.0,1.0,0.0,0.0,13.6,24.4,27.0,31.3,1.0,1.0,1.0,1.0,synthetic,0
293.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
304.0,854.0,1016.0,180.0,2.72,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
282.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
319.0,823.0,1007.0,177.0,3.74,73.8,0.0,1.0,0.0,0.0,12.9,16.3,31.8,29.3,1.0,1.0,1.0,1.0,synthetic,0
317.0,846.0,1010.0,180.0,2.65,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
288.0,853.0,962.0,186.0,1.12,0.0,0.0,1.0,0.0,0.0,11.7,14.0,21.8,28.8,1.0,1.0,1.0,1.0,synthetic,0
274.0,828.0,1012.0,185.0,2.73,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
337.0,818.0,993.0,181.0,3.02,0.0,0.0,1.0,0.0,0.0,17.1,27.2,27.6,36.7,1.0,1.0,1.0,1.0,synthetic,0
290.0,849.0,1010.0,180.0,2.62,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
332.0,824.0,1009.0,186.0,2.86,25.4,0.0,1.0,0.0,0.0,13.6,24.4,27.0,31.3,1.0,1.0,1.0,1.0,synthetic,0
309.0,857.0,1009.0,171.0,4.24,53.7,0.0,1.0,0.0,0.0,16.2,25.8,31.7,38.5,1.0,1.0,1.0,1.0,synthetic,0
291.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
332.0,829.0,1013.0,181.0,3.08,46.5,0.0,1.0,0.0,0.0,15.0,26.0,28.8,34.0,1.0,1.0,1.0,1.0,synthetic,0
289.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
291.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
288.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
311.0,834.0,1010.0,183.0,2.65,0.0,0.0,1.0,0.0,0.0,15.1,25.2,30.5,38.3,1.0,1.0,1.0,1.0,synthetic,0
282.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
331.0,827.0,1011.0,185.0,2.93,48.4,0.0,1.0,0.0,0.0,15.8,26.2,28.3,32.7,1.0,1.0,1.0,1.0,synthetic,0
332.0,824.0,1009.0,186.0,2.86,25.5,0.0,1.0,0.0,0.0,13.6,24.4,27.0,31.3,1.0,1.0,1.0,1.0,synthetic,0
335.0,834.0,1019.0,172.0,3.48,41.4,0.0,1.0,0.0,0.0,15.0,26.0,28.8,34.0,1.0,1.0,1.0,1.0,synthetic,0
367.0,812.0,993.0,170.0,4.54,59.0,0.0,1.0,0.0,0.0,12.9,24.9,26.8,34.4,1.0,1.0,1.0,1.0,synthetic,0
297.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.1,25.2,30.5,38.3,1.0,1.0,1.0,1.0,synthetic,0
336.0,836.0,1022.0,167.0,3.68,38.9,0.0,1.0,0.0,0.0,15.0,26.0,28.8,34.0,1.0,1.0,1.0,1.0,synthetic,0
344.0,820.0,1003.0,181.0,3.44,53.3,0.0,1.0,0.0,0.0,12.9,24.9,26.8,34.4,1.0,1.0,1.0,1.0,synthetic,0
294.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.1,25.2,31.0,38.2,1.0,1.0,1.0,1.0,synthetic,0
293.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
332.0,824.0,1009.0,187.0,2.84,27.7,0.0,1.0,0.0,0.0,13.6,24.4,27.0,31.3,1.0,1.0,1.0,1.0,synthetic,0
314.0,836.0,1010.0,182.0,2.63,0.0,0.0,1.0,0.0,0.0,16.2,25.8,31.8,39.4,1.0,1.0,1.0,1.0,synthetic,0
330.0,825.0,1009.0,188.0,2.8,38.6,0.0,1.0,0.0,0.0,13.5,24.4,27.0,31.3,1.0,1.0,1.0,1.0,synthetic,0
287.0,831.0,1009.0,185.0,2.77,0.0,0.0,1.0,0.0,0.0,15.1,25.2,31.0,38.2,1.0,1.0,1.0,1.0,synthetic,0
280.0,827.0,1009.0,187.0,2.78,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
289.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
286.0,825.0,1009.0,188.0,2.8,0.0,0.0,1.0,0.0,0.0,15.3,25.1,30.2,37.4,1.0,1.0,1.0,1.0,synthetic,0
313.0,832.0,1016.0,183.0,3.09,58.1,0.0,1.0,0.0,0.0,14.7,25.3,29.8,36.2,1.0,1.0,1.0,1.0,synthetic,0
274.0,836.0,1010.0,182.0,2.63,0.0,0.0,1.0,0.0,0.0,15.3,25.3,31.1,38.3,1.0,1.0,1.0,1.0,synthetic,0
304.0,829.0,1009.0,186.0,2.78,0.0,0.0,1.0,0.0,0.0,15.1,25.2,30.5,38.3,1.0,1.0,1.0,1.0,synthetic,0
330.0,825.0,1009.0,188.0,2.8,46.8,0.0,1.0,0.0,0.0,13.6,24.4,27.0,31.3,1.0,1.0,1.0,1.0,synthetic,0
311.0,834.0,1010.0,183.0,2.66,0.0,0.0,1.0,0.0,0.0,15.1,25.2,30.5,38.3,1.0,1.0,1.0,1.0,synthetic,0
311.0,834.0,1010.0,183.0,2.66,0.0,0.0,1.0,0.0,0.0,15.1,25.2,30.5,38.3,1.0,1.0,1.0,1.0,synthetic,0
367.0,812.0,993.0,170.0,4.55,59.0,0.0,1.0,0.0,0.0,12.9,24.9,26.8,34.4,1.0,1.0,1.0,1.0,synthetic,0
294.0,848.0,1018.0,180.0,2.82,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
309.0,859.0,1011.0,180.0,2.52,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
318.0,841.0,1011.0,180.0,2.73,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
302.0,852.0,1018.0,180.0,2.79,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
267.0,846.0,1014.0,180.0,2.85,0.0,6.5,1.0,0.0,0.0,17.0,25.9,31.3,38.4,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,180.0,2.6,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
270.0,842.0,1011.0,181.0,2.81,0.0,2.3,1.0,0.0,0.0,15.9,24.9,30.9,38.1,1.0,1.0,1.0,1.0,synthetic,0
270.0,843.0,1012.0,180.0,2.78,0.0,3.0,1.0,0.0,0.0,18.1,26.5,32.4,39.8,1.0,1.0,1.0,1.0,synthetic,0
250.0,860.0,1022.0,180.0,2.97,0.0,17.1,1.0,0.0,0.0,9.5,18.6,25.9,36.0,1.0,1.0,1.0,1.0,synthetic,0
282.0,856.0,1022.0,184.0,3.19,0.0,10.3,1.0,0.0,0.0,16.4,25.3,31.0,37.4,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,182.0,3.35,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
249.0,856.0,1019.0,180.0,2.78,0.0,10.3,1.0,0.0,0.0,14.6,23.7,29.8,37.6,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,190.0,3.73,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,181.0,3.32,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
317.0,851.0,1011.0,184.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
253.0,863.0,1024.0,180.0,3.24,0.0,26.2,1.0,0.0,0.0,7.7,17.4,24.3,34.5,1.0,1.0,1.0,1.0,synthetic,0
320.0,860.0,1010.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
251.0,860.0,1022.0,180.0,2.98,0.0,17.7,1.0,0.0,0.0,7.7,17.4,24.3,34.5,1.0,1.0,1.0,1.0,synthetic,0
258.0,858.0,1021.0,188.0,3.47,0.0,19.8,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,181.0,3.32,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
317.0,852.0,1011.0,183.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
270.0,859.0,1023.0,180.0,3.12,0.0,17.3,1.0,0.0,0.0,7.7,17.4,24.3,34.5,1.0,1.0,1.0,1.0,synthetic,0
314.0,843.0,1011.0,187.0,0.0,0.0,0.0,1.0,0.0,0.0,14.5,19.9,24.1,33.9,1.0,1.0,1.0,1.0,synthetic,0
320.0,860.0,1010.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
251.0,861.0,1022.0,180.0,3.05,0.0,20.0,1.0,0.0,0.0,7.7,17.4,24.3,34.5,1.0,1.0,1.0,1.0,synthetic,0
312.0,835.0,1012.0,190.0,0.0,0.0,0.0,1.0,0.0,0.0,14.6,19.4,23.3,32.6,1.0,1.0,1.0,1.0,synthetic,0
271.0,859.0,1023.0,180.0,3.11,0.0,17.1,1.0,0.0,0.0,7.7,17.4,24.3,34.5,1.0,1.0,1.0,1.0,synthetic,0
251.0,860.0,1025.0,191.0,3.42,0.0,21.2,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
275.0,858.0,1023.0,180.0,3.07,0.0,14.7,1.0,0.0,0.0,10.4,19.6,25.9,34.8,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,185.0,3.53,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,184.0,3.45,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
320.0,860.0,1010.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,180.0,2.77,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
311.0,833.0,1012.0,191.0,0.0,0.0,0.0,1.0,0.0,0.0,14.6,19.4,23.3,32.6,1.0,1.0,1.0,1.0,synthetic,0
260.0,863.0,1024.0,180.0,3.21,0.0,23.6,1.0,0.0,0.0,7.7,17.4,24.3,34.5,1.0,1.0,1.0,1.0,synthetic,0
250.0,858.0,1025.0,191.0,3.23,0.0,17.4,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
320.0,860.0,1010.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
314.0,843.0,1011.0,187.0,0.0,0.0,0.0,1.0,0.0,0.0,14.5,19.9,24.1,33.9,1.0,1.0,1.0,1.0,synthetic,0
318.0,855.0,1010.0,182.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
316.0,847.0,1011.0,185.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
319.0,858.0,1010.0,181.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
312.0,837.0,1012.0,189.0,0.0,0.0,0.0,1.0,0.0,0.0,13.8,19.4,23.8,33.9,1.0,1.0,1.0,1.0,synthetic,0
234.0,865.0,1025.0,185.0,1.22,0.0,28.0,1.0,0.0,0.0,7.5,16.3,23.6,33.7,1.0,1.0,1.0,1.0,synthetic,0
231.0,858.0,1023.0,189.0,0.5,0.0,22.4,1.0,0.0,0.0,6.4,14.4,21.2,31.6,1.0,1.0,1.0,1.0,synthetic,0
226.0,865.0,1025.0,188.0,1.0,0.0,28.0,1.0,0.0,0.0,7.5,16.3,23.6,33.7,1.0,1.0,1.0,1.0,synthetic,0
225.0,865.0,1025.0,188.0,0.99,0.0,28.0,1.0,0.0,0.0,7.5,16.3,23.6,33.7,1.0,1.0,1.0,1.0,synthetic,0
245.0,864.0,1025.0,183.0,2.32,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
228.0,859.0,1025.0,191.0,0.16,0.0,26.1,1.0,0.0,0.0,6.4,14.4,21.2,31.6,1.0,1.0,1.0,1.0,synthetic,0
229.0,859.0,1021.0,186.0,1.07,0.0,15.9,1.0,0.0,0.0,9.1,17.9,24.1,33.1,1.0,1.0,1.0,1.0,synthetic,0
